Year,Level,Name,Image,Link,Description,Booth,Partner,PartnerLink,PartnerDescription
2026,Diamond,Atlantic Data Security,AtlanticDataSecurity-2024-Platinum.png,https://atlanticdatasecurity.com,"Atlantic Data Security is dedicated to providing our clients with the security solutions and services needed to best mitigate risk and maintain a healthy security posture. As a trusted security advisor, we take the time to understand the unique needs and goals of our clients and then overcome the challenges in our collective way. In addition to a shortage of resources, one of the most common challenges in today's security landscape is staying ahead of constantly evolving threats.",19-20,,,
2026,Platinum,Axonius,Axonius-2025-Platinum.png,https://www.axonius.com,"Axonius transforms asset intelligence into intelligent action.With the Axonius Asset Cloud, customers preemptively tackle hard-to-spot threat exposures, misconfigurations, and operational challenges across their entire technology footprint – all in one place backed by a comprehensive asset data model. The Axonius Asset Cloud streamlines the end-to-end lifecycle of all assets through our market-leading Adapter Network. We build a complete, accurate, and always up-to-date model of your entire attack surface, directing focus to the most critical actions with the right context to make smart data-driven decisions right-sized to your capacity. With a single platform covering cyber assets, software assets, SaaS applications, identities, infrastructure, and more, Axonius equips Security, IT, and GRC teams with total visibility and sharp actionability to continuously optimize mission-critical risk, performance, and cost measures – measures that every Board cares about. The actionability era of cybersecurity is here. Learn more at www.axonius.com",9,,,
2026,Platinum,Cato Networks,CatoNetworks-2025-Platinum.png,https://www.catonetworks.com/,"At Cato Networks, we are SASE. Our SASE platform is a converged, cloud service architected to deliver on the promise of SASE, which is to secure and optimize the business everywhere, for everyone, and for every use case. Cato Networks combines world-class security and networking into a purpose-built SASE platform.",27,,,
2026,Platinum,Cyera,Cyera-2026-Platinum.png,https://www.cyera.com/,"Cyera is the world's leading Security Platform for AI, purpose-built for the age of AI. As AI transforms how data is created, accessed, and used, Cyera's mission is to empower businesses to accelerate AI adoption by defining a holistic approach to security--from data to access to model. The platform provides organizations with a unified control plane that understands relationships between data, access, and behaviors across humans, systems, AI tools and agents. Valued at $9 billion and backed by more than $1.7 billion in funding from top-tier investors including Accel, Blackstone, Coatue, Cyberstarts, Georgian, Greenoaks, Lightspeed, Redpoint, and Sequoia, Cyera is trusted by a growing number of Fortune 1000 companies adopting AI across their enterprise at scale.",21,,,
2026,Platinum,Cyberhaven,Cyberhaven-2026-Platinum.png,https://www.cyberhaven.com/,"Cyberhaven protects sensitive data wherever it lives and goes. As an AI and Data Security Platform, it unifies discovery, classification, lineage, investigation, and policy controls across endpoints, SaaS, cloud, on-prem, and AI tools. Cyberhaven continuously discovers data at rest, in motion, and in use, then applies AI-based classification plus context from lineage, provenance, and ownership to distinguish real risk from noise. The result is holistic visibility and control, deeper understanding of data, and a simpler way to operate. Security teams can reduce blind spots, investigate faster, guide users clearly, and secure AI adoption with greater confidence.",30,,,
2026,Platinum,Delinea,Delinea-2026-Platinum.png,https://www.Delinea.com,"Delinea is a pioneer in securing identities through centralized authorization, making organizations more secure by seamlessly governing their interactions across the modern enterprise.  Delinea allows organizations to apply context and intelligence throughout the identity lifecycle across cloud and traditional infrastructure, data, and SaaS applications to eliminate identity-related threats. With intelligent authorization, Delinea provides the only platform that enables you to discover all identities, assign appropriate access levels, detect irregularities, and immediately respond to identity threats in real-time.  Delinea accelerates your teams’ adoption by deploying in weeks, not months, and makes them more productive by requiring 90% fewer resources to manage than the nearest competitor. With a guaranteed 99.99% uptime, the Delinea Platform is the most reliable identity security solution available. Learn more about Delinea on LinkedIn, Twitter, and YouTube. ",29,,,
2026,Platinum,DTG,DTG-2026-Platinum.png,https://www.dtg.com,"Distributed Technology Group (DTG) is a certified Service-Disabled Veteran-Owned Small Business (SDVOSB) delivering integrated Cyber Security, Infrastructure, Cloud, and AI ecosystem technologies mapped directly to our clients' strategic objectives. Serving Commercial, Enterprise, Federal, and SLED sectors, we combine certified technical expertise with exceptional service to drive operational success, efficiency, and growth. As a trusted technology partner, DTG empowers organizations to safely navigate and scale within today's complex innovation landscape.",35,,,
2026,Platinum,EchoStor Technologies,EchoStor-2025-Silver.png,https://echostor.com,"EchoStor is a consultative IT solutions partner that delivers secure, scalable, and business-driven outcomes across AI, data center, networking, modern workplace, digital workflows, and security. We combine deep technical expertise with vendor-neutral strategy to simplify complexity and accelerate transformation.",4,,,
2026,Platinum,ePlus,ePlus-2026-Platinum.png,https://eplus.com/,"ePlus is a customer-first, services-led industry leader that helps organizations safely navigate today's complex threat landscape, leveraging over three decades of experience to deliver transformative, resilient technology solutions. While offering a broad portfolio, ePlus prioritizes security as a foundational pillar, providing comprehensive consultative, professional, and managed services designed to secure critical assets. Through expert-led Zero Trust architecture, advanced threat visibility, and data governance, ePlus empowers organizations to mitigate risks, ensure compliance, and innovate with confidence. ",2,,,
2026,Platinum,Fortinet,Fortinet-2025-Platinum.png,https://www.fortinet.com/,"Fortinet is a multinational cybersecurity and networking company that provides integrated security solutions, including firewalls, endpoint protection, cloud security, and SD-WAN. Its core ecosystem, the ""Security Fabric,"" links over 50 enterprise-grade products into a unified, AI-driven management platform designed to automatically detect and respond to threats.",26,,,
2026,Platinum,HPE,HPE-2026-Platinum.png,https://www.hpe.com,"HPE is a leader in essential enterprise technology, bringing together the power of AI, cloud and networking to help organizations achieve more. As pioneers of possibility, our innovation and expertise advance the way people live and work. We empower our customers across industries to optimize operational performance, transform data into foresight, and maximize their impact. Unlock your boldest ambitions, with HPE.",1,,,
2026,Platinum,Island,Island-2025-Platinum.png,https://www.island.io/,"Island created the Enterprise Browser, a simplified enterprise workspace delighting CIOs, CISOs, and end users. The Island Enterprise Browser makes application delivery simple, data fundamentally secure, and work smooth and natural. Island embeds core IT, security, and productivity needs into the browser itself, giving organizations unprecedented last-mile control and visibility over all browser actions. IT teams log and audit work activity while keeping personal browsing private. Security teams protect sensitive data from the most sophisticated attacks with a secure-by-design architecture. And users increase productivity while working in the familiar Chromium-based browser experience. Organizations in defense, financial services, government, higher education, hospitality, manufacturing, and retail modernize security and jumpstart productivity with Island. Investors include Canapi Ventures, Capital One Ventures, Cisco Investments, Citi Ventures, Coatue Management, Cyberstarts, EDBI, Georgian, Insight Partners, Prysm Capital, ServiceNow Ventures, Sequoia Capital, and Stripes. Island is headquartered in Dallas with R&D in Israel and the US.",11,,,
2026,Platinum,Tines,Tines-2026-Platinum.png,https://www.tines.com/,"Tines is an intelligent workflow platform that powers the world's most important workflows. IT and security teams of all sizes, from Fortune 50 to startups, trust Tines for everything from phishing response, vulnerability and patch management, software lifecycle management, employee lifecycle management, and everything in between. Leaders across a wide array of industries--including Canva, Databricks, Elastic, Kayak, Intercom, and McKesson--use Tines workflows to operate more effectively, mitigate risk, reduce tech debt, and do the work that matters most.",15,,,
2026,Platinum,TrendAI,TrendAI-2026-Platinum.png,https://trendaisecurity.com,"TrendAI™, the global AI security leader and enterprise business unit of Trend Micro, empowers organizations with full AI visibility and consolidated security that inspires confidence, drives innovation, and eliminates risk. AI Fearlessly. Learn more: trendaisecurity.com",TBD,,,
2026,Platinum,Varonis,Varonis-2024-Platinum.png,https://www.varonis.com/,"Varonis is a pioneer in data security and analytics, specializing in software for data protection, threat detection and response, and compliance. Varonis protects enterprise data by analyzing data activity, perimeter telemetry, and user behavior; prevents disaster by locking down sensitive data; and efficiently sustains a secure state with automation.",14,,,
